,movieId,occurrences
14672,77893,42
14673,77896,10
14674,77899,6
14675,77907,29
14676,77910,22
14677,77917,5
14678,77919,9
14679,77921,6
14680,77941,12
14681,77944,26
14682,77947,11
14683,77951,5
14684,77966,20
14685,77968,9
14686,77979,19
14687,77981,20
14688,77983,25
14689,77985,14
14690,77990,13
14691,78000,7
14692,78003,59
14693,78006,15
14694,78009,38
14695,78011,29
14696,78014,18
14697,78016,13
14698,78019,19
14699,78032,69
14700,78034,204
14701,78037,10
14702,78039,1836
14703,78041,708
14704,78043,2
14705,78045,3
14706,78049,1
14707,78054,11
14708,78057,4
14709,78059,4
14710,78062,13
14711,78064,16
14712,78068,1
14713,78071,1
14714,78073,3
14715,78081,45
14716,78084,22
14717,78088,1125
14718,78090,2
14719,78093,3
14720,78095,10
14721,78097,6
14722,78099,14
14723,78101,7
14724,78103,21
14725,78105,3093
14726,78111,28
14727,78116,169
14728,78122,68
14729,78124,9
14730,78128,55
14731,78130,17
14732,78132,10
14733,78140,7
14734,78142,28
14735,78145,3
14736,78157,32
14737,78168,16
14738,78170,16
14739,78174,700
14740,78181,11
14741,78184,4
14742,78186,22
14743,78192,5
14744,78201,2
14745,78207,61
14746,78209,2260
14747,78211,2
14748,78218,672
14749,78222,9
14750,78224,10
14751,78235,22
14752,78245,41
14753,78247,46
14754,78249,2
14755,78251,41
14756,78264,410
14757,78266,987
14758,78268,42
14759,78270,18
14760,78272,30
14761,78276,31
14762,78278,42
14763,78290,26
14764,78295,36
14765,78308,26
14766,78313,53
14767,78316,1058
14768,78329,5
14769,78332,50
14770,78335,53
14771,78337,8
14772,78340,8
14773,78342,25
14774,78344,51
14775,78349,1388
14776,78358,20
14777,78360,5
14778,78366,1
14779,78370,19
14780,78376,10
14781,78379,2
14782,78381,15
14783,78405,13
14784,78408,20
14785,78410,18
14786,78413,9
14787,78416,6
14788,78418,9
14789,78420,28
14790,78422,8
14791,78438,16
14792,78442,2
14793,78445,44
14794,78459,27
14795,78461,4
14796,78463,6
14797,78465,8
14798,78467,411
14799,78469,3162
14800,78483,6
14801,78488,1
14802,78490,11
14803,78499,14426
14804,78517,145
14805,78519,22
14806,78528,9
14807,78534,17
14808,78536,13
14809,78557,17
14810,78559,1
14811,78574,2198
14812,78579,35
14813,78583,6
14814,78585,41
14815,78606,35
14816,78612,35
14817,78614,20
14818,78618,27
14819,78620,15
14820,78626,43
14821,78629,14
14822,78633,59
14823,78635,13
14824,78637,2285
14825,78640,15
14826,78642,4
14827,78646,13
14828,78649,5
14829,78651,4
14830,78653,43
14831,78658,2
14832,78666,9
14833,78677,1
14834,78679,261
14835,78681,22
14836,78684,3
14837,78690,12
14838,78698,3
14839,78701,13
14840,78703,280
14841,78713,1
14842,78715,6
14843,78717,4
14844,78721,13
14845,78723,9
14846,78727,5
14847,78729,266
14848,78737,9
14849,78739,9
14850,78742,16
14851,78746,133
14852,78748,8
14853,78757,18
14854,78759,85
14855,78765,10
14856,78772,2857
14857,78774,175
14858,78776,4
14859,78827,30
14860,78829,9
14861,78832,7
14862,78834,3
14863,78836,957
14864,78838,25
14865,78856,30
14866,78858,8
14867,78860,10
14868,78873,1
14869,78885,3
14870,78893,1354
14871,78895,46
14872,78898,32
14873,78903,36
14874,78905,24
14875,78909,11
14876,78913,33
14877,78916,14
14878,78919,12
14879,78921,14
14880,78934,25
14881,78941,21
14882,78944,16
14883,78946,8
14884,78951,3
14885,78955,19
14886,78957,7
14887,78959,12
14888,78961,17
14889,78967,68
14890,78974,4
14891,78976,20
14892,78978,22
14893,78980,4
14894,78982,10
14895,78984,1
14896,78986,17
14897,78991,21
14898,78993,15
14899,79003,9
14900,79006,137
14901,79010,2
14902,79022,6
14903,79029,50
14904,79035,16
14905,79038,10
14906,79043,3
14907,79045,6
14908,79057,1906
14909,79060,18
14910,79063,6
14911,79065,3
14912,79067,7
14913,79073,186
14914,79077,5
14915,79081,7
14916,79083,4
14917,79091,9658
14918,79094,10
14919,79104,3
14920,79106,1
14921,79109,8
14922,79111,5
14923,79124,6
14924,79127,6
14925,79132,38895
14926,79134,1684
14927,79136,11
14928,79139,2063
14929,79163,7
14930,79166,39
14931,79185,2289
14932,79187,43
14933,79191,25
14934,79195,8
14935,79197,10
14936,79203,30
14937,79207,29
14938,79213,13
14939,79222,22
14940,79224,1788
14941,79226,72
14942,79228,23
14943,79230,67
14944,79232,5
14945,79234,1
14946,79236,5
14947,79238,10
14948,79242,1523
14949,79244,2
14950,79247,5
14951,79249,5
14952,79251,485
14953,79254,33
14954,79259,42
14955,79276,18
14956,79278,2
14957,79285,3
14958,79287,71
14959,79293,4168
14960,79299,50
14961,79303,10
14962,79318,209
14963,79321,12
14964,79327,6
14965,79329,13
14966,79333,87
14967,79335,2
14968,79337,6
14969,79339,3
14970,79346,4
14971,79357,3162
14972,79368,6
14973,79388,20
14974,79395,4
14975,79397,8
14976,79402,10
14977,79424,2
14978,79428,1270
14979,79430,26
14980,79458,8
14981,79461,4
14982,79463,193
14983,79467,44
14984,79469,30
14985,79471,4
14986,79473,12
14987,79475,8
14988,79477,37
14989,79494,38
14990,79496,9
14991,79498,42
14992,79501,11
14993,79505,30
14994,79507,34
14995,79515,18
14996,79519,19
14997,79521,8
14998,79523,29
14999,79525,30
15000,79528,37
15001,79533,106
15002,79539,6
15003,79541,107
15004,79543,9
15005,79545,27
15006,79547,13
15007,79551,13
15008,79553,1209
15009,79561,1
15010,79568,1
15011,79570,10
15012,79572,111
15013,79575,1
15014,79578,30
15015,79580,6
15016,79588,377
15017,79590,222
15018,79592,2973
15019,79596,33
15020,79599,82
15021,79601,6
15022,79603,12
15023,79607,10
15024,79610,11
15025,79617,17
15026,79627,14
15027,79633,23
15028,79636,5
15029,79638,12
15030,79642,4
15031,79644,6
15032,79647,12
15033,79651,16
15034,79653,7
15035,79656,6
15036,79663,41
15037,79667,12
15038,79681,13
15039,79684,184
15040,79686,5
15041,79692,9
15042,79695,3668
15043,79702,9367
15044,79709,5
15045,79711,21
15046,79718,12
15047,79720,716
15048,79723,27
15049,79725,13
15050,79731,9
15051,79736,4
15052,79739,9
15053,79741,3
15054,79760,81
15055,79765,14
15056,79767,9
15057,79769,48
15058,79771,14
15059,79773,18
15060,79775,11
15061,79794,25
15062,79796,536
15063,79798,231
15064,79800,95
15065,79802,17
15066,79805,23
15067,79807,30
15068,79809,26
15069,79824,152
15070,79828,13
15071,79830,18
15072,79832,39
15073,79835,11
15074,79838,4
15075,79842,8
15076,79844,2
15077,79846,21
15078,79848,14
15079,79850,16
15080,79855,7
15081,79860,267
15082,79863,74
15083,79866,2
15084,79868,70
15085,79870,12
15086,79872,11
15087,79874,45
15088,79879,617
15089,79884,11
15090,79895,141
15091,79897,308
15092,79901,9
15093,79910,61
15094,79912,23
15095,79914,18
15096,79916,28
15097,79918,7
15098,79920,9
15099,79923,10
15100,79925,9
15101,79927,56
15102,79929,45
15103,79936,9
15104,79946,284
15105,79953,6
15106,79955,23
15107,79972,19
15108,79974,11
15109,79977,11
15110,79980,8
15111,79987,100
15112,79994,31
15113,79996,22
15114,80004,2
15115,80020,7
15116,80022,3
15117,80026,163
15118,80033,9
15119,80044,12
15120,80049,15
15121,80054,12
15122,80072,16
15123,80074,8
15124,80076,14
15125,80083,76
15126,80086,18
15127,80094,364
15128,80097,32
15129,80100,10
15130,80102,8
15131,80104,8
15132,80107,16
15133,80109,14
15134,80111,41
15135,80122,12
15136,80124,34
15137,80126,1011
15138,80129,8
15139,80132,7
15140,80135,6
15141,80137,11
15142,80141,24
15143,80144,10
15144,80146,15
15145,80152,7
15146,80154,1
15147,80160,3
15148,80162,81
15149,80166,948
15150,80179,5
15151,80181,55
15152,80183,7
15153,80185,331
15154,80189,6
15155,80191,76
15156,80193,1
15157,80195,7
15158,80204,16
15159,80206,10
15160,80208,4
15161,80210,12
15162,80214,8
15163,80219,2635
15164,80222,340
15165,80224,7
15166,80230,2
15167,80233,5
15168,80235,11
15169,80241,347
15170,80243,2
15171,80258,18
15172,80260,7
15173,80264,9
15174,80267,6
15175,80269,6
15176,80271,2
15177,80281,47
15178,80283,12
15179,80285,2
15180,80288,11
15181,80290,4
15182,80292,3
15183,80295,14
15184,80311,1
15185,80313,5
15186,80315,25
15187,80321,11
15188,80328,21
15189,80337,19
15190,80339,22
15191,80344,6
15192,80346,7
15193,80348,8
15194,80350,349
15195,80352,4
15196,80354,21
15197,80358,6
15198,80361,42
15199,80363,1703
15200,80368,3
15201,80374,39
15202,80376,3
15203,80398,277
15204,80400,15
15205,80402,8
15206,80405,18
15207,80408,7
15208,80417,4
15209,80419,10
15210,80421,15
15211,80424,14
15212,80428,7
15213,80430,16
15214,80432,27
15215,80442,1
15216,80444,5
15217,80447,25
15218,80449,8
15219,80451,18
15220,80454,38
15221,80456,29
15222,80463,14034
15223,80465,5
15224,80472,1
15225,80476,20
15226,80487,25
15227,80489,4692
15228,80491,8
15229,80494,22
15230,80498,5
15231,80500,15
15232,80549,5975
15233,80551,903
15234,80553,160
15235,80557,9
15236,80560,18
15237,80562,4
15238,80566,5
15239,80568,3
15240,80570,11
15241,80572,172
15242,80574,6
15243,80582,7
15244,80584,66
15245,80586,574
15246,80588,51
15247,80590,846
15248,80592,2
15249,80599,10
15250,80611,7
15251,80615,1044
15252,80617,140
15253,80619,11
15254,80622,5
15255,80639,13
15256,80641,4
15257,80646,38
15258,80648,61
15259,80650,4
15260,80653,13
15261,80655,7
15262,80659,4
15263,80661,6
15264,80667,5
15265,80677,20
15266,80680,8
15267,80693,1608
15268,80695,1
15269,80701,12
15270,80713,12
15271,80715,7
15272,80717,23
15273,80719,5
15274,80725,3
15275,80727,135
15276,80729,55
15277,80731,7
15278,80733,19
15279,80742,4
15280,80744,3
15281,80746,1
15282,80748,102
15283,80759,15
15284,80761,12
15285,80763,27
15286,80768,1
15287,80775,157
15288,80777,16
15289,80779,25
15290,80781,1
15291,80789,16
15292,80792,3
15293,80797,13
15294,80799,4
15295,80806,11
15296,80808,30
15297,80810,19
15298,80812,17
15299,80816,29
15300,80818,3
15301,80820,41
15302,80825,4
15303,80827,1
15304,80831,1118
15305,80834,56
15306,80836,36
15307,80839,515
15308,80844,152
15309,80846,1186
15310,80848,5
15311,80858,300
15312,80860,1094
15313,80862,575
15314,80864,388
15315,80870,14
15316,80880,225
15317,80891,31
15318,80893,11
15319,80899,10
15320,80901,3
15321,80903,13
15322,80906,2250
15323,80908,21
15324,80917,918
15325,80924,18
15326,80928,132
15327,80933,11
15328,80939,227
15329,80947,12
15330,80950,3
15331,80952,3
15332,80954,8
15333,80967,8
15334,80969,1542
15335,80980,13
15336,80984,3
15337,80986,2
15338,80990,15
15339,81000,10
15340,81014,20
15341,81018,584
15342,81020,71
15343,81027,16
15344,81029,7
15345,81031,21
15346,81041,8
15347,81046,19
15348,81049,5
15349,81051,11
15350,81054,20
15351,81059,29
15352,81061,17
15353,81064,3
15354,81069,6
15355,81072,7
15356,81075,14
15357,81080,26
15358,81083,114
15359,81085,10
15360,81087,19
15361,81090,42
15362,81094,8
15363,81100,2
15364,81102,8
15365,81104,7
15366,81107,4
15367,81109,7
15368,81111,23
15369,81117,3
15370,81123,2
15371,81125,2
15372,81130,9
15373,81132,419
15374,81138,31
15375,81140,148
15376,81142,12
15377,81145,28
15378,81147,10
15379,81156,793
15380,81158,517
15381,81162,10
15382,81164,133
15383,81172,2
15384,81180,148
15385,81182,42
15386,81191,332
15387,81193,6
15388,81195,44
15389,81198,4
15390,81200,8
15391,81204,7
15392,81214,8
15393,81216,5
15394,81225,8
15395,81229,5164
15396,81238,2
15397,81243,5
15398,81248,8
15399,81250,10
15400,81257,313
15401,81270,95
15402,81274,2
15403,81276,30
15404,81281,9
15405,81305,38
15406,81312,35
15407,81314,1
15408,81316,21
15409,81322,2
15410,81328,9
15411,81330,4
15412,81347,4
15413,81349,2
15414,81351,16
15415,81355,40
15416,81357,7
15417,81359,12
15418,81364,45
15419,81366,22
15420,81371,18
15421,81381,25
15422,81383,190
15423,81385,154
15424,81387,4
15425,81389,5
15426,81391,7
15427,81396,15
15428,81403,60
15429,81405,2
15430,81411,17
15431,81413,22
15432,81417,921
15433,81427,21
15434,81429,5
15435,81441,6
15436,81443,12
15437,81445,11
15438,81447,11
15439,81451,13
15440,81453,5
15441,81456,248
15442,81495,43
15443,81497,13
15444,81499,29
15445,81512,547
15446,81516,314
15447,81518,21
15448,81520,94
15449,81524,7
15450,81535,759
15451,81537,2327
15452,81546,8
15453,81548,3
15454,81562,6413
15455,81564,5339
15456,81566,3
15457,81568,68
15458,81574,13
15459,81583,4
15460,81585,9
15461,81587,6
15462,81589,4
15463,81591,13517
15464,81610,7
15465,81613,2
15466,81615,3
15467,81617,8
15468,81629,8
15469,81637,30
15470,81639,92
15471,81641,467
15472,81643,3
15473,81646,4
15474,81656,17
15475,81658,11
15476,81660,27
15477,81665,67
15478,81667,17
15479,81669,31
15480,81671,21
15481,81673,21
15482,81676,5
15483,81679,10
15484,81681,20
15485,81684,23
15486,81688,9
15487,81690,11
15488,81698,27
15489,81700,6
15490,81702,20
15491,81704,29
15492,81708,12
15493,81711,80
15494,81725,72
15495,81727,6
15496,81733,24
15497,81736,37
15498,81738,3
15499,81742,5
15500,81744,12
15501,81751,176
15502,81753,12
15503,81755,7
15504,81758,1
15505,81765,4
15506,81768,16
15507,81770,4
15508,81782,1588
15509,81784,730
15510,81786,224
15511,81788,1568
15512,81791,443
15513,81795,1
15514,81802,3
15515,81804,278
15516,81806,2
15517,81817,227
15518,81819,734
15519,81823,15
15520,81825,14
15521,81831,14
15522,81834,14053
15523,81845,14610
15524,81847,7695
15525,81851,7
15526,81853,16
15527,81857,2
15528,81859,5
15529,81880,7
15530,81898,10
15531,81906,4
15532,81908,1
15533,81910,99
15534,81930,5
15535,81932,4638
15536,81949,70
15537,81952,6
15538,81954,4
15539,81957,17
15540,81959,5
15541,81962,5
15542,81979,14
15543,81981,86
15544,81983,13
15545,81985,5
15546,81987,5
15547,81989,27
15548,81991,5
15549,81993,15
15550,82003,15
15551,82005,42
15552,82007,11
15553,82015,31
15554,82017,1
15555,82022,57
15556,82026,3
15557,82030,9
15558,82032,12
15559,82037,163
15560,82041,274
15561,82043,13
15562,82045,5
15563,82047,7
15564,82049,11
15565,82051,16
15566,82053,173
15567,82055,7
15568,82059,63
15569,82061,7
15570,82063,19
15571,82066,33
15572,82068,17
15573,82070,24
15574,82093,237
15575,82095,646
15576,82097,22
15577,82102,23
15578,82106,3
15579,82108,8
15580,82110,7
15581,82115,3
15582,82119,8
15583,82121,18
15584,82123,1
15585,82129,13
15586,82131,15
15587,82139,9
15588,82141,6
15589,82143,334
15590,82150,84
15591,82152,528
15592,82154,5
15593,82167,1528
15594,82169,2097
15595,82173,207
15596,82175,6
15597,82179,5
15598,82182,8
15599,82184,2
15600,82186,14
15601,82188,7
15602,82194,10
15603,82196,17
15604,82202,1924
15605,82227,7
15606,82235,3
15607,82240,41
15608,82242,498
15609,82244,217
15610,82261,11
15611,82269,11
15612,82271,7
15613,82274,21
15614,82276,17
15615,82280,15
15616,82283,8
15617,82298,9
15618,82300,17
15619,82302,23
15620,82304,18
15621,82306,9
15622,82308,17
15623,82311,12
15624,82313,25
15625,82315,25
15626,82320,9
15627,82322,29
15628,82324,22
15629,82326,4
15630,82328,9
15631,82330,10
15632,82332,22
15633,82335,14
15634,82337,32
15635,82353,4
15636,82356,11
15637,82358,2
15638,82360,41
15639,82362,8
15640,82364,10
15641,82366,70
15642,82368,2
15643,82370,4
15644,82378,320
15645,82380,16
15646,82382,17
15647,82388,8
15648,82390,9
15649,82393,4
15650,82395,4
15651,82420,11
15652,82438,13
15653,82447,155
15654,82449,5
15655,82452,14
15656,82454,7
15657,82459,7586
15658,82461,5172
15659,82463,348
15660,82465,13
15661,82467,6
15662,82469,4
15663,82476,5
15664,82491,3
15665,82499,348
15666,82525,1
15667,82527,317
15668,82529,12
15669,82531,5
15670,82534,299
15671,82536,13
15672,82564,36
15673,82567,7
15674,82581,32
15675,82584,4
15676,82589,104
15677,82591,10
15678,82593,4
15679,82595,1
15680,82597,7
15681,82602,8
15682,82606,3
15683,82608,19
15684,82631,13
15685,82633,93
15686,82635,11
15687,82638,14
15688,82641,28
15689,82643,8
15690,82667,1018
15691,82669,21
15692,82671,10
15693,82673,20
15694,82676,21
15695,82678,12
15696,82680,9
15697,82682,13
15698,82684,69
15699,82705,6
15700,82711,16
15701,82715,3
15702,82722,33
15703,82732,4
15704,82744,495
15705,82747,11
15706,82749,20
15707,82751,1
15708,82753,7
15709,82759,22
15710,82765,99
15711,82767,415
15712,82770,18
15713,82834,10
15714,82836,11
15715,82840,4
15716,82848,89
15717,82850,33
15718,82852,1146
15719,82854,625
15720,82857,23
15721,82902,10
15722,82906,36
15723,82909,5
15724,82911,7
15725,82915,9
15726,82917,7
15727,82920,22
15728,82926,81
15729,82928,35
15730,82931,90
15731,82934,65
15732,82976,45
15733,82978,40
15734,82980,23
15735,82982,8
15736,82984,3
15737,83006,4
15738,83034,11
15739,83038,15
15740,83049,15
15741,83056,9
15742,83059,73
15743,83067,53
15744,83071,2
15745,83082,61
15746,83086,596
15747,83089,4
15748,83096,31
15749,83115,7
15750,83132,1564
15751,83134,3202
15752,83138,9
15753,83140,1
15754,83158,37
15755,83161,1
15756,83163,14
15757,83177,162
15758,83180,42
15759,83184,29
15760,83186,19
15761,83189,13
15762,83193,34
15763,83219,230
15764,83222,22
15765,83225,4
15766,83227,14
15767,83232,14
15768,83241,6
15769,83244,14
15770,83246,19
15771,83248,15
15772,83250,23
15773,83256,3
15774,83258,9
15775,83260,5
15776,83264,78
15777,83266,29
15778,83270,211
15779,83273,4
15780,83275,2
15781,83277,4
15782,83279,3
15783,83281,2
15784,83291,7
15785,83293,134
15786,83295,6
15787,83302,234
15788,83308,5
15789,83310,4
15790,83316,13
15791,83318,57
15792,83320,18
15793,83322,43
15794,83332,79
15795,83334,21
15796,83337,16
15797,83339,11
15798,83343,11
15799,83345,4
15800,83349,1783
15801,83351,5
15802,83357,2
15803,83359,54
15804,83361,39
15805,83369,609
15806,83374,194
15807,83376,6
15808,83381,6
15809,83385,14
15810,83389,2
15811,83411,62
15812,83415,5
15813,83417,2
15814,83424,119
15815,83430,4
15816,83435,6
15817,83437,14
15818,83439,6
15819,83446,3
15820,83448,11
15821,83450,52
15822,83457,41
15823,83464,4
15824,83468,18
15825,83478,72
15826,83480,677
15827,83525,125
15828,83527,13
15829,83529,12
15830,83531,21
15831,83533,7
15832,83535,29
15833,83538,27
15834,83540,29
15835,83556,13
15836,83558,11
15837,83560,15
15838,83562,6
15839,83569,9
15840,83575,11
15841,83577,20
15842,83581,8
15843,83583,13
15844,83585,16
15845,83588,27
15846,83590,9
15847,83592,6
15848,83601,45
15849,83603,3
15850,83607,3
15851,83613,2474
15852,83616,9
15853,83619,6
15854,83652,14
15855,83654,4
15856,83656,3
15857,83658,5
15858,83660,13
15859,83662,3
15860,83664,4
15861,83760,32
15862,83763,24
15863,83765,22
15864,83767,5
15865,83773,2
15866,83777,14
15867,83789,2
15868,83791,6
15869,83796,53
15870,83798,174
15871,83801,16
15872,83803,593
15873,83807,22
15874,83809,11
15875,83819,3
15876,83821,5
15877,83823,6
15878,83825,5
15879,83827,106
15880,83831,2
15881,83833,16
15882,83835,20
15883,83837,21
15884,83842,19
15885,83897,11
15886,83910,292
15887,83912,31
15888,83916,9
15889,83918,3
15890,83920,7
15891,83923,40
15892,83927,1
15893,83956,8
15894,83962,23
15895,83969,10
15896,83972,2
15897,83974,10
15898,83976,421
15899,83978,3
15900,83986,9
15901,84015,12
15902,84017,4
15903,84019,14
15904,84047,18
15905,84090,16
15906,84092,10
15907,84094,19
15908,84096,21
15909,84098,12
15910,84100,13
15911,84103,8
15912,84111,16
15913,84114,17
15914,84116,132
15915,84118,4
15916,84120,27
15917,84122,19
15918,84125,9
15919,84128,41
15920,84131,11
15921,84133,14
15922,84137,55
15923,84140,7
15924,84148,7
15925,84150,24
15926,84152,10313
15927,84156,199
15928,84158,6
15929,84160,22
15930,84162,4
15931,84164,4
15932,84173,25
15933,84176,7
15934,84178,10
15935,84181,7
15936,84183,6
15937,84187,500
15938,84189,370
15939,84223,21
15940,84226,6
15941,84228,13
15942,84230,28
15943,84232,27
15944,84234,57
15945,84236,31
15946,84238,21
15947,84242,135
15948,84246,28
15949,84248,18
15950,84250,11
15951,84252,7
15952,84258,4
15953,84260,21
15954,84262,17
15955,84273,287
15956,84279,8
15957,84281,2
15958,84283,3
15959,84291,5
15960,84293,6
15961,84296,4
15962,84298,6
15963,84300,8
15964,84302,5
15965,84304,49
15966,84312,289
15967,84334,2
15968,84372,3
15969,84374,2183
15970,84387,20
15971,84392,2651
15972,84395,611
15973,84407,66
15974,84436,2
15975,84444,30
15976,84446,14
15977,84448,7
15978,84450,9
15979,84453,6
15980,84455,19
15981,84467,7
15982,84469,10
15983,84471,20
15984,84473,5
15985,84475,8
15986,84477,8
15987,84479,11
15988,84481,11
15989,84483,7
15990,84485,16
15991,84496,16
15992,84498,12
15993,84500,2
15994,84502,6
15995,84504,10
15996,84506,23
15997,84508,6
15998,84510,16
15999,84512,7
16000,84523,27
16001,84529,4
16002,84532,35
16003,84534,3
16004,84551,4
16005,84553,7
16006,84555,3
16007,84557,67
16008,84559,7
16009,84565,3
16010,84567,2
16011,84570,117
16012,84601,2086
16013,84613,267
16014,84615,434
16015,84619,5
16016,84621,56
16017,84637,633
16018,84639,12
16019,84641,4
16020,84643,7
16021,84646,4
16022,84648,8
16023,84660,1
16024,84663,69
16025,84665,4
16026,84667,6
16027,84669,5
16028,84671,6
16029,84680,2
16030,84682,3
16031,84686,5
16032,84689,2
16033,84691,6
16034,84696,187
16035,84714,13
16036,84730,30
16037,84732,132
16038,84734,2
16039,84736,1
16040,84738,23
16041,84740,10
16042,84764,6
16043,84766,8
16044,84768,3
16045,84770,62
16046,84772,3250
16047,84775,138
16048,84777,17
16049,84779,25
16050,84781,10
16051,84792,16
16052,84794,10
16053,84796,28
16054,84799,28
16055,84801,18
16056,84805,18
16057,84807,21
16058,84829,9
16059,84832,7
16060,84834,37
16061,84836,2
16062,84838,4
16063,84844,355
16064,84852,7
16065,84855,84
16066,84857,28
16067,84859,5
16068,84861,1
16069,84863,15
16070,84871,12
16071,84876,7
16072,84880,52
16073,84884,30
16074,84886,1
16075,84890,6
16076,84894,8
16077,84942,478
16078,84944,3704
16079,84948,2
16080,84950,265
16081,84952,338
16082,84954,4819
16083,84957,55
16084,84961,4
16085,84963,7
16086,84972,25
16087,84974,1
16088,84976,5
16089,84978,6
16090,84983,6
16091,84985,11
16092,84987,8
16093,84989,22
16094,84996,4
16095,85007,199
16096,85010,4
16097,85012,21
16098,85014,16
16099,85016,130
16100,85020,1844
16101,85022,856
16102,85025,404
16103,85056,1716
16104,85070,5
16105,85072,52
16106,85106,11
16107,85108,2
16108,85129,32
16109,85131,1593
16110,85133,26
16111,85143,6
16112,85175,6
16113,85177,32
16114,85179,686
16115,85190,30
16116,85203,3
16117,85205,8
16118,85209,12
16119,85211,111
16120,85213,335
16121,85215,11
16122,85226,4
16123,85231,10
16124,85259,131
16125,85261,180
16126,85268,91
16127,85270,15
16128,85273,14
16129,85275,3
16130,85278,18
16131,85284,4
16132,85291,14
16133,85293,5
16134,85295,66
16135,85298,46
16136,85305,36
16137,85307,31
16138,85309,3
16139,85312,206
16140,85316,169
16141,85319,7
16142,85323,3
16143,85325,11
16144,85327,11
16145,85332,10
16146,85334,34
16147,85342,1564
16148,85354,310
16149,85358,15
16150,85362,17
16151,85365,12
16152,85367,1529
16153,85369,4
16154,85372,111
16155,85374,4
16156,85378,3
16157,85387,8
16158,85389,8
16159,85392,23
16160,85394,390
16161,85397,734
16162,85399,102
16163,85401,814
16164,85403,6
16165,85412,956
16166,85414,9504
16167,85438,832
16168,85440,11
16169,85442,4
16170,85450,2
16171,85453,1
16172,85476,1
16173,85503,2
16174,85505,1
16175,85510,2436
16176,85527,14
16177,85538,24
16178,85540,55
16179,85542,20
16180,85544,12
16181,85547,17
16182,85549,13
16183,85552,8
16184,85555,10
16185,85565,183
16186,85567,5
16187,85570,8
16188,85576,4
16189,85585,39
16190,85609,3
16191,85616,8
16192,85618,2
16193,85624,6
16194,85626,21
16195,85689,2
16196,85691,5
16197,85694,1
16198,85728,14
16199,85734,12
16200,85738,4
16201,85740,7
16202,85744,4
16203,85746,1
16204,85763,51
16205,85770,5
16206,85772,2
16207,85774,1634
16208,85777,138
16209,85783,6
16210,85788,1993
16211,85790,189
16212,85792,7
16213,85794,6
16214,85796,435
16215,85861,4
16216,85863,5
16217,85874,64
16218,85881,853
16219,85883,9
16220,85885,171
16221,85889,2
16222,85892,8
16223,85894,4
16224,85896,7
16225,85910,15
16226,85966,4
16227,85981,7
16228,85983,6
16229,85985,6
16230,85987,23
16231,85994,6
16232,85997,10
16233,86000,262
16234,86002,5
16235,86014,136
16236,86023,8
16237,86028,90
16238,86033,12
16239,86057,24
16240,86059,235
16241,86061,5
16242,86064,6
16243,86066,47
16244,86070,11
16245,86077,1
16246,86079,10
16247,86081,5
16248,86083,23
16249,86085,2
16250,86087,20
16251,86089,23
16252,86091,19
16253,86094,18
16254,86096,37
16255,86137,23
16256,86139,13
16257,86142,825
16258,86145,17
16259,86148,7
16260,86151,12
16261,86153,13
16262,86166,27
16263,86168,20
16264,86170,9
16265,86173,8
16266,86181,9
16267,86190,2566
16268,86204,10
16269,86206,40
16270,86229,8
16271,86231,9
16272,86233,70
16273,86237,48
16274,86244,87
16275,86246,12
16276,86263,7
16277,86277,25
16278,86279,53
16279,86286,32
16280,86288,11
16281,86290,241
16282,86293,444
16283,86295,801
16284,86298,2004
16285,86300,31
16286,86308,7
16287,86310,1
16288,86312,5
16289,86314,1
16290,86316,7
16291,86318,7
16292,86320,2353
16293,86330,26
16294,86332,9535
16295,86334,4
16296,86337,3
16297,86343,4
16298,86345,1738
16299,86347,1412
16300,86355,158
16301,86368,10
16302,86372,2
16303,86377,1743
16304,86380,21
16305,86382,15
16306,86399,2
16307,86401,10
16308,86408,29
16309,86410,109
16310,86412,63
16311,86416,8
16312,86418,10
16313,86420,9
16314,86430,14
16315,86432,22
16316,86434,4
16317,86436,18
16318,86438,9
16319,86440,4
16320,86442,6
16321,86449,14
16322,86451,4
16323,86453,5
16324,86455,3
16325,86463,9
16326,86471,6
16327,86474,7
16328,86476,12
16329,86478,44
16330,86487,194
16331,86489,9
16332,86491,15
16333,86493,2
16334,86495,8
16335,86497,4
16336,86500,6
16337,86502,17
16338,86508,4
16339,86510,2
16340,86518,13
16341,86521,6
16342,86536,36
16343,86539,15
16344,86541,29
16345,86548,860
16346,86550,2
16347,86553,9
16348,86559,27
16349,86572,31
16350,86574,61
16351,86583,14
16352,86590,12
16353,86593,43
16354,86604,25
16355,86620,2
16356,86622,4
16357,86624,31
16358,86626,25
16359,86628,333
16360,86635,8
16361,86642,54
16362,86644,2676
16363,86646,21
16364,86648,9
16365,86651,5
16366,86653,6
16367,86655,10
16368,86657,6
16369,86664,2
16370,86668,50
16371,86671,12
16372,86675,8
16373,86687,5
16374,86689,6
16375,86709,1
16376,86715,42
16377,86717,11
16378,86719,5
16379,86721,37
16380,86723,52
16381,86725,37
16382,86728,21
16383,86748,11
16384,86750,37
16385,86753,12
16386,86756,6
16387,86758,10
16388,86760,7
16389,86762,48
16390,86764,13
16391,86766,5
16392,86768,10
16393,86770,7
16394,86773,5
16395,86781,1316
16396,86785,4
16397,86787,14
16398,86789,4
16399,86791,4
16400,86795,9
16401,86802,16
16402,86815,282
16403,86817,423
16404,86826,5
16405,86833,4177
16406,86835,945
16407,86837,12
16408,86839,4
